PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"41340531","Comprehensive review on learning models of leukemia detection based on morphological information","Ponnusamy U, Perumal V.","Leuk Lymphoma. 2026 Jan;67(2):255-281. doi: 10.1080/10428194.2025.2583449. Epub 2025 Dec 4.","Ponnusamy U","Leuk Lymphoma","2026","2025/12/04","","","10.1080/10428194.2025.2583449"
"41338039","Artificial intelligence in depression diagnostics: A systematic review of methodologies and clinical applications","Ghorbankhani M, Safara M.","Artif Intell Med. 2026 Feb;172:103320. doi: 10.1016/j.artmed.2025.103320. Epub 2025 Nov 28.","Ghorbankhani M","Artif Intell Med","2026","2025/12/03","","","10.1016/j.artmed.2025.103320"
"41337284","A Systematic Review on Artificial Intelligence-Based Clinical Decision Support Systems in Depression","Chiang MA, Coll L, Pollo-Cattaneo MF, Chatterjee P.","Annu Int Conf IEEE Eng Med Biol Soc. 2025 Jul;2025:1-7. doi: 10.1109/EMBC58623.2025.11253470.","Chiang MA","Annu Int Conf IEEE Eng Med Biol Soc","2025","2025/12/03","","","10.1109/EMBC58623.2025.11253470"
"41335970","Towards Causal Explainable AI in Cancer Diagnosis: Advances, Challenges, and Future Directions()","Tyrovolas M, Tsompou PI, Tzouka D, Stylios C.","Annu Int Conf IEEE Eng Med Biol Soc. 2025 Jul;2025:1-7. doi: 10.1109/EMBC58623.2025.11253261.","Tyrovolas M","Annu Int Conf IEEE Eng Med Biol Soc","2025","2025/12/03","","","10.1109/EMBC58623.2025.11253261"
"41335389","Current Advancements in Untargeted Metabolomics Analysis and Testing Driven by Machine Learning: Prospects for Artificial Intelligence in Patient-Centric Healthcare Transformation","Singh V.","Appl Biochem Biotechnol. 2026 Feb;198(2):709-751. doi: 10.1007/s12010-025-05458-z. Epub 2025 Dec 3.","Singh V","Appl Biochem Biotechnol","2026","2025/12/03","","","10.1007/s12010-025-05458-z"
"41335239","Advances in surrogate modeling for biological agent-based simulations: trends, challenges, and future prospects","Norton KA, Bergman D, Jain HV, Jackson T.","J Math Biol. 2025 Dec 3;92(1):6. doi: 10.1007/s00285-025-02318-6.","Norton KA","J Math Biol","2025","2025/12/03","PMC12675620","","10.1007/s00285-025-02318-6"
"41334655","Multi-omics integration and precision medicine in chronic prostatitis: from molecular mechanisms to clinical translation","Zhang K, Dong H, Bian T.","Syst Biol Reprod Med. 2025 Dec;71(1):618-629. doi: 10.1080/19396368.2025.2586609. Epub 2025 Dec 3.","Zhang K","Syst Biol Reprod Med","2025","2025/12/03","","","10.1080/19396368.2025.2586609"
"41330312","Deep learning based CT grading system for sacroiliitis: a multi-center studydemonstrating superior accuracy and efficiency compared to human readers","Xu M, Li Z, Ding N, Li Z, Ma Z, Xi Y, Li C, Guo H, Yang J.","Eur J Radiol. 2026 Feb;195:112557. doi: 10.1016/j.ejrad.2025.112557. Epub 2025 Nov 22.","Xu M","Eur J Radiol","2026","2025/12/02","","","10.1016/j.ejrad.2025.112557"
"41329931","Big data in ophthalmology: comparative databases and research applications","Ayoubi M, Sayed MS, Khodeiry MM, Elhusseiny AM, Lee RK.","Curr Opin Ophthalmol. 2026 Mar 1;37(2):81-88. doi: 10.1097/ICU.0000000000001190. Epub 2025 Nov 27.","Ayoubi M","Curr Opin Ophthalmol","2026","2025/12/02","","","10.1097/ICU.0000000000001190"
"41329915","Acceptability of Health Information Technology by Health Care Professionals: Where We Are Now and How We Can Fill the Gap","Isnard-Bagnis C, Mouchabac S, Lebib R, Bismut H, Geoffroy PA.","J Med Internet Res. 2025 Dec 2;27:e72184. doi: 10.2196/72184.","Isnard-Bagnis C","J Med Internet Res","2025","2025/12/02","PMC12671905","","10.2196/72184"
"41326779","Expansion omics: from expansion microscopy to spatial omics","Dong Z, Xiang W, Jiang W, Guo T.","Mol Syst Biol. 2026 Feb;22(2):165-178. doi: 10.1038/s44320-025-00171-9. Epub 2025 Dec 1.","Dong Z","Mol Syst Biol","2026","2025/12/01","PMC12864849","","10.1038/s44320-025-00171-9"
"41325662","Practical guide for food scientists to build AI: data, algorithms, and applications","Zhang D.","Food Chem. 2026 Jan 15;499:147281. doi: 10.1016/j.foodchem.2025.147281. Epub 2025 Nov 25.","Zhang D","Food Chem","2026","2025/12/01","","","10.1016/j.foodchem.2025.147281"
"41324522","Prognostic Value of AI-Based Quantitative Coronary CTA vs Human Reader-Based Visual Assessment: Results From the CONFIRM2 Registry","van Rosendael A, Nakanishi R, Bax JJ, Pontone G, Mushtaq S, Buechel RR, Gräni C, Feuchtner G, Lacaita PG, Patel AR, Singulane CC, Choi AD, Al-Mallah M, Andreini D, Karlsberg RP, Cho GW, Rochitte CE, Alasnag M, Hamdan A, Cademartiri F, Maffei E, Marques H, Gonçalves PA, Gupta H, Hadamitzky M, Khalique O, Kalra D, Mills JD, Nurmohamed NS, Knaapen P, Budoff M, Shaikh K, Martin E, German DM, Ferencik M, Oehler AC, Deaño R, Nagpal P, van Assen M, De Cecco CN, Kamperidis V, Foldyna B, Brendel JM, Cheng VY, Branch KR, Bittencourt M, Bhatti S, Polsani V, Wesbey G, Cardoso R, Blankstein R, Delago A, Pursnani A, Alsaid A, Singh V, Aquino M, Park J, Danad I.","JACC Cardiovasc Imaging. 2026 Mar;19(3):345-359. doi: 10.1016/j.jcmg.2025.09.021. Epub 2025 Dec 1.","van Rosendael A","JACC Cardiovasc Imaging","2026","2025/12/01","","","10.1016/j.jcmg.2025.09.021"
"41321165","Artificial Intelligence in Cardiovascular MRI: From Imaging to Biomechanics and Diagnosis","Mahmoodi A, Yeluru A, Aguirre-Chavez J, Lamar-Bruno K, Punjabi K, Malkasian S, Song A, Masutani E, Hsiao A.","J Thorac Imaging. 2026 Mar 1;41(2):10.1097/RTI.0000000000000864. doi: 10.1097/RTI.0000000000000864.","Mahmoodi A","J Thorac Imaging","2026","2025/12/01","PMC12810196","NIHMS2130034","10.1097/RTI.0000000000000864"
"41320594","Enhancing Pediatric Fracture Detection: Multicenter Evaluation of a Deep Learning AI Model and Its Impact on Radiologist Performance","Raj S, Sadegi B, Simon J.","Acad Radiol. 2026 Mar;33(3):1121-1129. doi: 10.1016/j.acra.2025.11.022. Epub 2025 Nov 29.","Raj S","Acad Radiol","2026","2025/11/30","","","10.1016/j.acra.2025.11.022"
"41319410","Salivary biomarkers in forensic science: Bridging molecular biology and legal medicine","Ajith Kumar AP, Rajashekaraiah PB, Chandraprakash SCA, Beena Chandran P, Malali VA, Chandavarkar V.","J Forensic Leg Med. 2026 Jan;117:103044. doi: 10.1016/j.jflm.2025.103044. Epub 2025 Nov 26.","Ajith Kumar AP","J Forensic Leg Med","2026","2025/11/30","","","10.1016/j.jflm.2025.103044"
"41318326","In silico genome transplants and the cis-regulatory basis of biodiversity","Starr AL, Palmer ME, Fraser HB.","Trends Genet. 2026 Mar;42(3):223-239. doi: 10.1016/j.tig.2025.10.012. Epub 2025 Nov 28.","Starr AL","Trends Genet","2026","2025/11/29","","","10.1016/j.tig.2025.10.012"
"41316883","HyperSight CBCT image quality and metal artifact reduction for adaptive head and neck radiotherapy: Results from a prospective clinical trial","Yashayaeva A, MacDonald RL, Zhan K, DeGiobbi J, McMaster N, McAloney D, Ward L, Anderson C, LeBlanc M, Best L, Rajaraman M, Wilke D, Cherpak A.","J Appl Clin Med Phys. 2025 Dec;26(12):e70338. doi: 10.1002/acm2.70338.","Yashayaeva A","J Appl Clin Med Phys","2025","2025/11/29","PMC12663692","","10.1002/acm2.70338"
"41314193","PRECISION MEDICINE AND ANAESTHESIA: CURRENT CLINICAL AND GENOMICS APPROACHES","Nakashidze I, Nishanthan A, Nakashidze S, Shaikh A, Shaikh N, Chauhan N, Zoidze S, Ahmad S, Nakashidze I.","Georgian Med News. 2025 Sep;(366):106-116.","Nakashidze I","Georgian Med News","2025","2025/11/28","","",""
"41313967","Building trustworthy large language model-driven generative recommender system for healthcare decision support: A scoping review of corpus sources, customization techniques, and evaluation frameworks","Yang S, Jing M, Wang S, Huang Z, Wang J, Kou J, Shi M, Xia Z, Wei Q, Xing W, Hu Y, Zhu Z.","Artif Intell Med. 2026 Jan;171:103310. doi: 10.1016/j.artmed.2025.103310. Epub 2025 Nov 22.","Yang S","Artif Intell Med","2026","2025/11/28","","","10.1016/j.artmed.2025.103310"
"41313589","An Interpretable Machine Learning Model Based on Metabolomics for Predicting Plaque Burden in Cryptogenic Stroke","Liu ZM, Zi YY, Cheng XY, Liu NY, Ji Z, He YH, Li L, Yang MJ, Dang C, Yi M, He YX, Yang XG, Xu YT, Lin ZZ, Zhu JJ, Yin J, Wu YM, Zhou L, Zeng JS, Pan SY, Deng Z.","FASEB J. 2025 Dec 15;39(23):e71266. doi: 10.1096/fj.202503352R.","Liu ZM","FASEB J","2025","2025/11/28","","","10.1096/fj.202503352R"
"41313478","Recent strategies and methodological advances for microbial natural product research in the post-genomics era","Sedeek AM, Hassan M, Elsayed TR, Ramadan MA.","Arch Microbiol. 2025 Nov 28;208(1):43. doi: 10.1007/s00203-025-04570-2.","Sedeek AM","Arch Microbiol","2025","2025/11/28","","","10.1007/s00203-025-04570-2"
"41312451","Artificial Intelligence in Cerebrovascular Disease Management: A Comprehensive Review of Risk Prediction, Diagnosis, Therapeutic Optimization, and Clinical Translation","Zhang H, Ma W, Zhou X, Zhao Z, Zhang R, Bai H, Huang C, Wang Y.","Vasc Health Risk Manag. 2025 Nov 22;21:949-964. doi: 10.2147/VHRM.S555592. eCollection 2025.","Zhang H","Vasc Health Risk Manag","2025","2025/11/28","PMC12649784","","10.2147/VHRM.S555592"
"41312237","AI redefines mass spectrometry chemicals identification: retention time prediction in metabolomics and for a Human Exposome Project","Sillé FCM, Prasse C, Luechtefeld T, Hartung T.","Front Public Health. 2025 Nov 12;13:1687056. doi: 10.3389/fpubh.2025.1687056. eCollection 2025.","Sillé FCM","Front Public Health","2025","2025/11/28","PMC12647117","","10.3389/fpubh.2025.1687056"
"41309202","Protein misfolding and cancer - proteomics as an approach for biomarker discovery","Therachiyil L, Anamangadan G, Sadok M, Ansari AW, Ahmad A, Korashy HM, Uddin S.","Adv Protein Chem Struct Biol. 2025;148:97-116. doi: 10.1016/bs.apcsb.2025.08.006. Epub 2025 Aug 30.","Therachiyil L","Adv Protein Chem Struct Biol","2025","2025/11/27","","","10.1016/bs.apcsb.2025.08.006"
"41308537","A systematic analysis of the impact of data variation on AI-based histopathological grading of prostate cancer","Fuhlert P, Westhaeusser F, Dietrich E, Lennartz M, Khatri R, Kaiser N, Röbeck P, Bülow R, Von Stillfried S, Witte A, Ladjevardi S, Drotte A, Severgårdh P, Baumbach J, Puelles VG, Häggman M, Brehler M, Boor P, Walhagen P, Dragomir A, Busch C, Graefen M, Bengtsson E, Sauter G, Zimmermann M, Bonn S.","Med Image Anal. 2026 Feb;108:103884. doi: 10.1016/j.media.2025.103884. Epub 2025 Nov 20.","Fuhlert P","Med Image Anal","2026","2025/11/27","","","10.1016/j.media.2025.103884"
"41308472","Integration of quantum artificial intelligence in disease diagnosis: A review of methods and applications","Sharma S, Sharma L, Gandhi TK.","Comput Methods Programs Biomed. 2026 Feb 1;274:109175. doi: 10.1016/j.cmpb.2025.109175. Epub 2025 Nov 19.","Sharma S","Comput Methods Programs Biomed","2026","2025/11/27","","","10.1016/j.cmpb.2025.109175"
"41308050","EndoCompass Project: Artificial Intelligence in Endocrinology","Assié G, Carneiro G, Davies E, Šojat AS, Mertens J.","Horm Res Paediatr. 2025;98(Suppl. 2):208-216. doi: 10.1159/000549153. Epub 2025 Nov 27.","Assié G","Horm Res Paediatr","2025","2025/11/27","PMC12698124","","10.1159/000549153"
"41306099","Clinical Efficacy of Real-Time Artificial Intelligence-Assisted Colonoscopy in Colorectal Polyp Detection: A Prospective Multicenter Randomized Controlled Trial","Jeon HJ, Keum B, Jeong ES, Kim SE, Moon CM, Lee B, Kim S, Choi HS, Lee JM, Kim ES, Jeen YT.","Gut Liver. 2026 Jan 15;20(1):97-106. doi: 10.5009/gnl250369. Epub 2025 Nov 27.","Jeon HJ","Gut Liver","2026","2025/11/27","PMC12800677","","10.5009/gnl250369"
"41306095","Structured Integration of an Artificial Intelligence-Based System for the Optical Diagnosis of Colorectal Polyps","Kang HY, Kang S, Chung GE, Baek DH, Lee HS, Park J, Yang SY, Lim SH, Choi JM, Kim J, Bae JH.","Gut Liver. 2026 Jan 15;20(1):86-96. doi: 10.5009/gnl250331. Epub 2025 Nov 27.","Kang HY","Gut Liver","2026","2025/11/27","PMC12800665","","10.5009/gnl250331"
"41303604","Nanomaterials in Drug Delivery: Leveraging Artificial Intelligence and Big Data for Predictive Design","Han Y, Kim DH, Pack SP.","Int J Mol Sci. 2025 Nov 17;26(22):11121. doi: 10.3390/ijms262211121.","Han Y","Int J Mol Sci","2025","2025/11/27","PMC12652471","","10.3390/ijms262211121"
"41303487","Single-Cell Multi-Omics in Type 2 Diabetes Mellitus: Revealing Cellular Heterogeneity and Mechanistic Insights","Wei Y, Hong F, Xie S, Luo X, Li X, Dao F, Deng K, Lin H, Lyu H.","Int J Mol Sci. 2025 Nov 13;26(22):11005. doi: 10.3390/ijms262211005.","Wei Y","Int J Mol Sci","2025","2025/11/27","PMC12652634","","10.3390/ijms262211005"
"41303412","Advances in Artificial Intelligence (AI) Models and Generative Algorithms Represent a New Paradigm for Genomics Research","Lee DH, Park EG, Lee YJ, Jeong HS, Roh HY, Jeong GR, Kim SW, Kim HS.","Int J Mol Sci. 2025 Nov 11;26(22):10925. doi: 10.3390/ijms262210925.","Lee DH","Int J Mol Sci","2025","2025/11/27","PMC12652821","","10.3390/ijms262210925"
"41300770","Sex-Specific Molecular and Genomic Responses to Endocrine Disruptors in Aquatic Species: The Central Role of Vitellogenin","Cannea FB, Porcu C, Follesa MC, Padiglia A.","Genes (Basel). 2025 Nov 2;16(11):1317. doi: 10.3390/genes16111317.","Cannea FB","Genes (Basel)","2025","2025/11/27","PMC12652119","","10.3390/genes16111317"
"41299300","Qualitative and quantitative assessment of accelerated liver diffusion-weighted imaging using deep-learning reconstruction in oncologic patients","Rata M, Castagnoli F, Shur J, Evans E, Hopkinson G, Benkert T, Weiland E, Koh DM, Winfield JM.","BMC Med Imaging. 2025 Nov 26;25(1):491. doi: 10.1186/s12880-025-02030-3.","Rata M","BMC Med Imaging","2025","2025/11/27","PMC12659593","","10.1186/s12880-025-02030-3"
"41297432","Development and validation of a machine learning model to predict 30-day mortality in ischemic stroke patients with consciousness impairment: Insights from MIMIC-IV database and multicenter ICU data in China","Cheng Y, Guo Y, Zhao Y, Wang C, Zhao X, Yu Q, Huang J, Zhang Y, Zhang J, Liu X, Cai P, Zhang C, Wu B, Guo Y.","Int J Med Inform. 2026 Mar 1;207:106203. doi: 10.1016/j.ijmedinf.2025.106203. Epub 2025 Nov 24.","Cheng Y","Int J Med Inform","2026","2025/11/26","","","10.1016/j.ijmedinf.2025.106203"
"41297158","The value of low-energy images combined with deep learning image reconstruction to improve image quality, reduce radiation and contrast doses in dual-energy computed tomography (CT) portal venography in cirrhotic patients","Li M, Jia Y, Fan L, Han D, Zhang D, Fan J, Yu N, Yu Y, Yan Y.","Clin Radiol. 2026 Jan;92:107139. doi: 10.1016/j.crad.2025.107139. Epub 2025 Oct 29.","Li M","Clin Radiol","2026","2025/11/26","","","10.1016/j.crad.2025.107139"
"41296783","Candidate correlates of protection in the HVTN505 HIV-1 vaccine efficacy trial identified by positive-unlabeled learning","Xu S, Hudson A, Janes HE, Tomaras GD, Ackerman ME.","PLoS Comput Biol. 2025 Nov 26;21(11):e1013705. doi: 10.1371/journal.pcbi.1013705. eCollection 2025 Nov.","Xu S","PLoS Comput Biol","2025","2025/11/26","PMC12654939","","10.1371/journal.pcbi.1013705"
"41295553","Dose-Dependent Analysis of Image Quality in Pediatric Head CT Scans Across Different Scanners to Optimize Clinical Protocols Using Phantom-Based Assessment","Kuwahara H, Ojima M, Kawamura T, Saitou D, Andou K, Ariga E, Hasegawa K, Kai M.","Tomography. 2025 Oct 27;11(11):119. doi: 10.3390/tomography11110119.","Kuwahara H","Tomography","2025","2025/11/26","PMC12656656","","10.3390/tomography11110119"
"41295086","Self-Supervised Text-Vision Alignment for Automated Brain MRI Abnormality Detection: A Multicenter Study (ALIGN Study)","Wood DA, Guilhem E, Kafiabadi S, Al Busaidi A, Dissanayake K, Hammam A, Mansoor N, Townend M, Agarwal S, Wei Y, Mazumder A, Barker GJ, Sasieni P, Ourselin S, Cole JH, Nair N, Geetha A, Onyekwuluje C, Dineen R, Dhillon P, Costigan C, Fatania K, Igra M, Nichols R, Saada J, Juette A, Barbara RR, Spohr H, Booth TC; MIDI Consortium Group.","Radiol Artif Intell. 2026 Mar;8(2):e240619. doi: 10.1148/ryai.240619.","Wood DA","Radiol Artif Intell","2026","2025/11/26","","","10.1148/ryai.240619"
"41290431","Advancing Stroke Diagnosis: A Comprehensive Review of Artificial Intelligence in Detecting Early Ischemic Changes on Noncontrast CT (NCCT)","Ben Alaya I, Felhi F, Messelmani M, Labidi S.","Acad Radiol. 2026 Mar;33(3):1060-1069. doi: 10.1016/j.acra.2025.11.015. Epub 2025 Nov 24.","Ben Alaya I","Acad Radiol","2026","2025/11/25","","","10.1016/j.acra.2025.11.015"
"41290079","Explainable artificial intelligence for multi-modal cancer analysis: From genomics to immunology","Zhang M, Yin L.","Crit Rev Oncol Hematol. 2026 Mar;219:105040. doi: 10.1016/j.critrevonc.2025.105040. Epub 2025 Nov 23.","Zhang M","Crit Rev Oncol Hematol","2026","2025/11/25","","","10.1016/j.critrevonc.2025.105040"
"41289851","Metabolomic and machine learning enhances patient diagnosis and stratification in systemic autoimmune diseases","Perez-Sanchez C, Perez-Campoamor A, García-Delgado GD, Vellon-Garcia B, Llamas-Urbano A, Romero-Zurita L, Ortiz-Buitrago P, Merlo C, Cerdó T, Corrales S, Sanchez-Pareja I, Muñoz-Barrera L, Abalos-Aguilera MDC, Barbarroja N, Bolón-Canedo V, Ortega-Castro R, Calvo J, Ladehesa L, Aranda-Valera IC; PRECISESADS Clinical Consortium; Alarcon-Riquelme M, Aguirre MÁ, Escudero-Contreras A, Lopez-Pedrera C.","Comput Biol Med. 2025 Dec;199:111325. doi: 10.1016/j.compbiomed.2025.111325. Epub 2025 Nov 24.","Perez-Sanchez C","Comput Biol Med","2025","2025/11/25","","","10.1016/j.compbiomed.2025.111325"
"41289576","AI-Assisted Cardiovascular Risk Assessment by General Practitioners in Resource-Constrained Indonesian Settings Using a Conceptual Prototype: Randomized Controlled Study","Susanto AP, Lyell D, Widyantoro B, Juzar DA, Santoso A, Berkovsky S, Magrabi F.","J Med Internet Res. 2025 Nov 25;27:e73131. doi: 10.2196/73131.","Susanto AP","J Med Internet Res","2025","2025/11/25","PMC12646556","","10.2196/73131"
"41287376","Man Plus Machine: A Randomized Control Trial of Artificial Intelligence Including the Impact of Adjunctive Polyp Detection Techniques","Schauer C, van Rijnsoever M, Jafer A, Walmsley R, Wang MTM, Atkinson N.","J Gastroenterol Hepatol. 2026 Jan;41(1):117-127. doi: 10.1111/jgh.70145. Epub 2025 Nov 24.","Schauer C","J Gastroenterol Hepatol","2026","2025/11/25","","","10.1111/jgh.70145"
